,va
34401,8508
34402,9650
34403,1572
34404,2585
34405,4544
34406,4975
34407,8218
34408,851
34409,891
34410,2112
34411,3881
34412,5287
34413,5481
34414,5782
34415,6305
34416,6887
34417,7265
34418,7272
34419,7442
34420,8329
34421,9983
34422,63
34423,4058
34424,6331
34425,8610
34426,8747
34427,8768
34428,9762
34429,170
34430,2861
34431,3114
34432,4185
34433,5764
34434,6629
34435,6833
34436,6995
34437,9090
34438,993
34439,1334
34440,1741
34441,2677
34442,4115
34443,5366
34444,8610
34445,9046
34446,9464
34447,9652
34448,9762
34449,854
34450,959
34451,1905
34452,1930
34453,2104
34454,2158
34455,3087
34456,3290
34457,3828
34458,4357
34459,6807
34460,7616
34461,7930
34462,9442
34463,9957
34464,9975
34465,338
34466,3271
34467,3319
34468,3800
34469,6814
34470,8095
34471,8855
34472,9978
34473,10
34474,2914
34475,3119
34476,3831
34477,5365
34478,5909
34479,6995
34480,7560
34481,9615
34482,831
34483,2445
34484,5886
34485,6167
34486,8184
34487,9205
34488,855
34489,6018
34490,6338
34491,6469
34492,69
34493,85
34494,442
34495,1427
34496,2509
34497,5510
34498,5875
34499,7219
34500,7222
34501,7867
34502,8706
34503,9148
34504,9670
34505,9929
34506,544
34507,1992
34508,2725
34509,3653
34510,3830
34511,5264
34512,5343
34513,5387
34514,6292
34515,7259
34516,7348
34517,7845
34518,8018
34519,9894
34520,684
34521,790
34522,1557
34523,1676
34524,3623
34525,3948
34526,5363
34527,7352
34528,9053
34529,9416
34530,9786
34531,360
34532,934
34533,2774
34534,3199
34535,4369
34536,5633
34537,5674
34538,5676
34539,7308
34540,7396
34541,8846
34542,9020
34543,9276
34544,9517
34545,9746
34546,371
34547,456
34548,577
34549,642
34550,2021
34551,2802
34552,2838
34553,3681
34554,4005
34555,5501
34556,5599
34557,7739
34558,7755
34559,8893
34560,9175
34561,3988
34562,5968
34563,6394
34564,6437
34565,7686
34566,8514
34567,9095
34568,907
34569,986
34570,1643
34571,2237
34572,2565
34573,3025
34574,7759
34575,8454
34576,1067
34577,3822
34578,5778
34579,6505
34580,7531
34581,8285
34582,8582
34583,9429
34584,9664
34585,511
34586,814
34587,1427
34588,2528
34589,3254
34590,4080
34591,4599
34592,5427
34593,1243
34594,1618
34595,2685
34596,4978
34597,6715
34598,7441
34599,8691
34600,9060
34601,17
34602,876
34603,1839
34604,3021
34605,3807
34606,4417
34607,5463
34608,6216
34609,7074
34610,7614
34611,9437
34612,9554
34613,9918
34614,832
34615,2727
34616,2834
34617,3377
34618,3730
34619,4557
34620,6111
34621,6570
34622,7228
34623,8205
34624,8370
34625,9929
34626,2652
34627,7111
34628,87
34629,187
34630,1042
34631,3723
34632,5148
34633,6176
34634,6490
34635,6938
34636,7186
34637,7805
34638,9620
34639,396
34640,991
34641,1014
34642,1381
34643,3460
34644,4176
34645,4602
34646,6063
34647,7317
34648,7605
34649,7721
34650,7765
34651,8049
34652,9161
34653,9219
34654,92
34655,461
34656,2098
34657,2630
34658,3472
34659,6481
34660,7045
34661,7498
34662,8661
34663,9151
34664,901
34665,2810
34666,4075
34667,5202
34668,5405
34669,5619
34670,6644
34671,7660
34672,7993
34673,5759
34674,6835
34675,7716
34676,7926
34677,8301
34678,9409
34679,209
34680,1448
34681,1559
34682,2406
34683,3288
34684,4744
34685,6309
34686,6801
34687,500
34688,507
34689,901
34690,1554
34691,2445
34692,2781
34693,3583
34694,4919
34695,5829
34696,6727
34697,7394
34698,8908
34699,9725
34700,1071
34701,1381
34702,2415
34703,4619
34704,7317
34705,7605
34706,7721
34707,7765
34708,7954
34709,8297
34710,8463
34711,8603
34712,8721
34713,8852
34714,9161
34715,566
34716,1991
34717,2612
34718,4012
34719,4480
34720,4911
34721,6719
34722,7256
34723,8987
34724,137
34725,5746
34726,5872
34727,6046
34728,6388
34729,7650
34730,8601
34731,23
34732,1164
34733,4896
34734,5859
34735,5976
34736,7957
34737,9658
34738,7628
34739,8482
34740,8545
34741,9367
34742,402
34743,2637
34744,2647
34745,4639
34746,5413
34747,6060
34748,6870
34749,7457
34750,9061
34751,9970
34752,540
34753,628
34754,1194
34755,1316
34756,1518
34757,2513
34758,2781
34759,2932
34760,3396
34761,5004
34762,5181
34763,5834
34764,7305
34765,7508
34766,8024
34767,9042
34768,9621
34769,9773
34770,9956
34771,756
34772,1624
34773,3683
34774,4089
34775,4185
34776,4662
34777,5360
34778,7214
34779,7602
34780,8225
34781,8365
34782,8787
34783,9896
34784,699
34785,1082
34786,1757
34787,2343
34788,2801
34789,3872
34790,5066
34791,5715
34792,5893
34793,6281
34794,6684
34795,7269
34796,7336
34797,8844
34798,9989
34799,3889
34800,5601
34801,5959
34802,8440
34803,8602
34804,8857
34805,8876
34806,9128
34807,1688
34808,1757
34809,1795
34810,3481
34811,4944
34812,5004
34813,5066
34814,8362
34815,9463
34816,1230
34817,1461
34818,3711
34819,6205
34820,6326
34821,7516
34822,7872
34823,1184
34824,3212
34825,4593
34826,4690
34827,4732
34828,5390
34829,7974
34830,8135
34831,8389
34832,8716
34833,9658
34834,1668
34835,1874
34836,2883
34837,2989
34838,4510
34839,6046
34840,6085
34841,7170
34842,8018
34843,8315
34844,8608
34845,299
34846,811
34847,1716
34848,1934
34849,2418
34850,3752
34851,5023
34852,5029
34853,5882
34854,7348
34855,9978
34856,744
34857,1384
34858,3279
34859,3839
34860,5479
34861,6385
34862,6876
34863,9786
34864,9798
34865,1411
34866,1541
34867,2328
34868,2477
34869,2839
34870,5328
34871,7616
34872,8987
34873,3527
34874,4297
34875,7717
34876,673
34877,2680
34878,4679
34879,6548
34880,8334
34881,9048
34882,9502
34883,33
34884,121
34885,154
34886,539
34887,1472
34888,2582
34889,4719
34890,4750
34891,4980
34892,5509
34893,6372
34894,8330
34895,8485
34896,155
34897,592
34898,4237
34899,5806
34900,7700
34901,7722
34902,8065
34903,9656
34904,744
34905,1183
34906,1535
34907,1967
34908,3484
34909,4676
34910,6369
34911,7141
34912,8221
34913,8278
34914,9240
34915,9399
34916,9476
34917,9710
34918,1143
34919,2710
34920,3780
34921,4639
34922,4720
34923,5004
34924,6323
34925,8098
34926,1500
34927,1940
34928,2584
34929,6176
34930,6633
34931,9407
34932,614
34933,628
34934,1009
34935,1713
34936,2005
34937,2243
34938,3363
34939,3918
34940,5283
34941,6905
34942,7295
34943,7891
34944,8225
34945,9246
34946,9320
34947,747
34948,1217
34949,1302
34950,3110
34951,3280
34952,4604
34953,5680
34954,9130
34955,3790
34956,4297
34957,4693
34958,8637
34959,490
34960,521
34961,1713
34962,1790
34963,4331
34964,5116
34965,5206
34966,6363
34967,625
34968,1753
34969,2355
34970,3569
34971,4394
34972,4417
34973,4602
34974,5598
34975,5650
34976,6399
34977,7657
34978,246
34979,272
34980,399
34981,798
34982,1269
34983,1336
34984,1451
34985,1940
34986,2623
34987,3669
34988,4607
34989,4945
34990,5211
34991,7868
34992,7922
34993,9562
34994,126
34995,981
34996,1488
34997,3090
34998,6021
34999,6837
35000,6894
35001,7988
35002,9905
35003,1828
35004,1960
35005,3058
35006,3870
35007,4576
35008,4596
35009,4796
35010,7459
35011,9521
35012,325
35013,470
35014,2714
35015,3149
35016,3212
35017,4349
35018,4797
35019,5259
35020,6507
35021,9109
35022,107
35023,798
35024,1905
35025,2417
35026,2688
35027,2764
35028,5075
35029,5832
35030,6237
35031,6430
35032,6876
35033,6917
35034,7644
35035,8804
35036,2530
35037,2741
35038,3816
35039,4933
35040,4972
35041,6753
35042,8921
35043,9028
35044,9140
35045,9699
35046,670
35047,2699
35048,3861
35049,4826
35050,5021
35051,6176
35052,6802
35053,6938
35054,8409
35055,9151
35056,9620
35057,876
35058,1839
35059,6216
35060,7074
35061,9437
35062,9554
35063,1526
35064,3229
35065,3751
35066,4273
35067,4401
35068,4646
35069,4932
35070,5551
35071,5601
35072,5766
35073,6205
35074,7355
35075,7404
35076,7497
35077,9973
35078,3259
35079,3934
35080,6745
35081,7471
35082,8423
35083,8594
35084,85
35085,2732
35086,2799
35087,4315
35088,5265
35089,8209
35090,8368
35091,8851
35092,9779
35093,133
35094,829
35095,878
35096,3011
35097,3186
35098,3367
35099,3690
35100,5408
35101,6025
35102,7520
35103,7881
35104,8322
35105,8737
35106,8978
35107,9241
35108,9674
35109,553
35110,1855
35111,2021
35112,2838
35113,3388
35114,4401
35115,5723
35116,7074
35117,7137
35118,8512
35119,8808
35120,812
35121,1464
35122,4495
35123,4719
35124,6342
35125,6727
35126,7234
35127,7354
35128,100
35129,1259
35130,1671
35131,2190
35132,3439
35133,4005
35134,5021
35135,6854
35136,6917
35137,7448
35138,8407
35139,9857
35140,1504
35141,1705
35142,3236
35143,3531
35144,4082
35145,5329
35146,5947
35147,7432
35148,9064
35149,9216
35150,9222
35151,709
35152,3160
35153,3529
35154,5637
35155,6309
35156,6410
35157,8289
35158,8916
35159,221
35160,1458
35161,1609
35162,1710
35163,2445
35164,3227
35165,3799
35166,4747
35167,5584
35168,7138
35169,7821
35170,8871
35171,117
35172,192
35173,1101
35174,1588
35175,2864
35176,4089
35177,7454
35178,7931
35179,8016
35180,9718
35181,721
35182,724
35183,2947
35184,4012
35185,4294
35186,6616
35187,6712
35188,7142
35189,7736
35190,8095
35191,8487
35192,9381
35193,9657
35194,187
35195,1123
35196,2713
35197,3367
35198,3906
35199,3934
35200,4245
35201,4458
35202,6176
35203,6457
35204,6490
35205,7805
35206,8158
35207,9460
35208,9812
35209,9891
35210,9973
35211,631
35212,1219
35213,2316
35214,2812
35215,4401
35216,5493
35217,5709
35218,5960
35219,6757
35220,8140
35221,8573
35222,874
35223,2289
35224,4050
35225,4375
35226,4850
35227,6357
35228,7867
35229,8345
35230,9099
35231,9616
35232,532
35233,1233
35234,3008
35235,3121
35236,3151
35237,3229
35238,4411
35239,8194
35240,8330
35241,994
35242,2269
35243,3198
35244,3532
35245,4347
35246,4866
35247,5769
35248,5907
35249,6230
35250,7200
35251,7432
35252,7515
35253,8708
35254,439
35255,1126
35256,1409
35257,2714
35258,2856
35259,4737
35260,5027
35261,5522
35262,6895
35263,7681
35264,7741
35265,8542
35266,9090
35267,662
35268,1484
35269,2713
35270,3367
35271,4947
35272,5148
35273,6591
35274,7038
35275,8821
35276,149
35277,387
35278,718
35279,1067
35280,4813
35281,5110
35282,6231
35283,7591
35284,7766
35285,7974
35286,8090
35287,8150
35288,8915
35289,3821
35290,3988
35291,4607
35292,4886
35293,6736
35294,9810
35295,490
35296,1265
35297,3421
35298,4873
35299,5799
35300,9702
35301,9865
35302,9951
35303,144
35304,1573
35305,2080
35306,2278
35307,2377
35308,2629
35309,2957
35310,3398
35311,4295
35312,6209
35313,7997
35314,8460
35315,8940
35316,85
35317,137
35318,628
35319,1233
35320,2285
35321,2732
35322,2799
35323,3909
35324,4315
35325,5139
35326,5265
35327,5547
35328,6768
35329,7876
35330,8271
35331,8484
35332,8851
35333,664
35334,3538
35335,4972
35336,8839
35337,1126
35338,3065
35339,3648
35340,4353
35341,5366
35342,6525
35343,6940
35344,7297
35345,7512
35346,7927
35347,8678
35348,946
35349,974
35350,2262
35351,2594
35352,2781
35353,620
35354,1233
35355,1584
35356,1994
35357,6329
35358,6518
35359,585
35360,620
35361,625
35362,1569
35363,1584
35364,2572
35365,3334
35366,4904
35367,6930
35368,8736
35369,9352
35370,1982
35371,3570
35372,7001
35373,8180
35374,2076
35375,2652
35376,3754
35377,5764
35378,7111
35379,38
35380,925
35381,1217
35382,3110
35383,5730
35384,7467
35385,9745
35386,291
35387,366
35388,2005
35389,2214
35390,4614
35391,5182
35392,9010
35393,9344
35394,9970
35395,9996
35396,337
35397,340
35398,931
35399,4697
35400,4975
35401,7739
35402,8433
35403,8640
35404,9160
35405,71
35406,834
35407,1113
35408,1183
35409,1991
35410,2453
35411,5139
35412,7141
35413,9710
35414,160
35415,281
35416,756
35417,866
35418,2184
35419,3667
35420,4300
35421,4375
35422,5558
35423,7459
35424,9321
35425,9808
35426,9865
35427,266
35428,2216
35429,2716
35430,4657
35431,5071
35432,5641
35433,7463
35434,8331
35435,9097
35436,9113
35437,845
35438,893
35439,2532
35440,2599
35441,4347
35442,4399
35443,5740
35444,7939
35445,319
35446,1305
35447,1666
35448,2079
35449,2131
35450,2387
35451,4835
35452,5759
35453,9616
35454,845
35455,3850
35456,6161
35457,7012
35458,2437
35459,3484
35460,3839
35461,3949
35462,4033
35463,4107
35464,6197
35465,6273
35466,6369
35467,6683
35468,8082
35469,8367
35470,8999
35471,9625
35472,9937
35473,1236
35474,1375
35475,3206
35476,7498
35477,7582
35478,8042
35479,8213
35480,8910
35481,9326
35482,67
35483,2060
35484,4818
35485,6481
35486,7061
35487,7227
35488,419
35489,1219
35490,3025
35491,3384
35492,3690
35493,3800
35494,5034
35495,5657
35496,7751
35497,9722
35498,884
35499,1412
35500,1559
35501,4050
35502,4297
35503,4965
35504,6498
35505,7696
35506,1386
35507,2482
35508,3228
35509,4056
35510,4075
35511,5594
35512,5683
35513,539
35514,1545
35515,1991
35516,5782
35517,6227
35518,6395
35519,8936
35520,9393
35521,981
35522,1082
35523,1905
35524,5075
35525,6237
35526,6430
35527,6637
35528,7061
35529,7993
35530,9065
35531,9878
35532,1234
35533,1253
35534,1384
35535,3061
35536,3390
35537,3785
35538,4228
35539,4685
35540,5404
35541,6895
35542,7222
35543,8054
35544,8861
35545,8908
35546,9198
35547,246
35548,798
35549,1269
35550,1940
35551,4607
35552,4945
35553,2430
35554,4409
35555,5715
35556,8823
35557,8895
35558,9864
35559,9878
35560,1407
35561,2694
35562,3116
35563,3252
35564,4922
35565,5875
35566,6037
35567,6140
35568,6309
35569,7052
35570,7354
35571,8271
35572,9344
35573,622
35574,1233
35575,1761
35576,1882
35577,2193
35578,3021
35579,3319
35580,3341
35581,4243
35582,4374
35583,4569
35584,5142
35585,6009
35586,6066
35587,6786
35588,7344
35589,7465
35590,7496
35591,7951
35592,7979
35593,8146
35594,8386
35595,9175
35596,9784
35597,9938
35598,328
35599,2489
35600,3589
35601,4750
35602,4972
35603,5876
35604,7387
35605,7979
35606,8983
35607,9968
35608,28
35609,191
35610,674
35611,4377
35612,6640
35613,8011
35614,9760
35615,112
35616,127
35617,4466
35618,5182
35619,5946
35620,6329
35621,7002
35622,7084
35623,7636
35624,8135
35625,8355
35626,9204
35627,684
35628,1394
35629,1909
35630,2339
35631,2372
35632,3338
35633,6071
35634,7284
35635,7901
35636,8470
35637,9784
35638,523
35639,2163
35640,2978
35641,6273
35642,7544
35643,8163
35644,8370
35645,3070
35646,5699
35647,7962
35648,9130
35649,9515
35650,325
35651,571
35652,2372
35653,3359
35654,3620
35655,6178
35656,7181
35657,8592
35658,188
35659,1217
35660,3908
35661,5331
35662,5720
35663,6104
35664,6385
35665,6780
35666,7558
35667,7636
35668,9616
35669,9718
35670,444
35671,837
35672,1972
35673,2415
35674,2465
35675,3342
35676,3420
35677,5116
35678,6410
35679,6472
35680,6923
35681,7539
35682,7645
35683,8122
35684,9725
35685,281
35686,829
35687,1455
35688,2208
35689,7784
35690,8004
35691,9376
35692,4887
35693,4901
35694,5284
35695,5558
35696,5612
35697,5992
35698,6617
35699,7094
35700,8374
35701,612
35702,1039
35703,1504
35704,1593
35705,3481
35706,4082
35707,7432
35708,7636
35709,9064
35710,9222
35711,9354
35712,9399
35713,1980
35714,2181
35715,3338
35716,7399
35717,326
35718,992
35719,1294
35720,1372
35721,2128
35722,2289
35723,2561
35724,4050
35725,4239
35726,4570
35727,4850
35728,6357
35729,7614
35730,8869
35731,9616
35732,4228
35733,5817
35734,5832
35735,7546
35736,7957
35737,8438
35738,1451
35739,2507
35740,2912
35741,3129
35742,3595
35743,4492
35744,4911
35745,5538
35746,6368
35747,6809
35748,7061
35749,7260
35750,8281
35751,9110
35752,9401
35753,1008
35754,1960
35755,2165
35756,3058
35757,3600
35758,3870
35759,4576
35760,5364
35761,5494
35762,521
35763,4975
35764,6203
35765,7799
35766,7969
35767,8008
35768,9153
35769,416
35770,429
35771,709
35772,1613
35773,4724
35774,7457
35775,7565
35776,8666
35777,9463
35778,9683
35779,516
35780,4118
35781,6745
35782,8389
35783,9160
35784,9627
35785,1545
35786,2953
35787,4607
35788,5036
35789,8531
35790,198
35791,1054
35792,1664
35793,7686
35794,7763
35795,501
35796,3379
35797,3946
35798,4263
35799,4396
35800,4998
35801,7679
35802,8319
35803,1183
35804,1231
35805,1486
35806,2010
35807,2434
35808,2594
35809,2647
35810,5288
35811,6576
35812,8514
35813,9518
35814,100
35815,575
35816,1457
